Drive carrier fitness,Introduction frequency,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency
0.71,0.15,19,19,1
0.71,0.15,16,16,1
0.71,0.15,16,17,1
0.71,0.16,16,16,1
0.71,0.16,18,18,1
0.71,0.16,19,19,1
0.71,0.16,18,18,1
0.71,0.16,16,16,1
0.71,0.16,19,19,1
0.71,0.16,18,18,1
0.71,0.16,16,16,1
0.71,0.16,19,19,1
0.71,0.16,17,17,1
0.71,0.17,17,17,1
0.71,0.17,15,16,1
0.71,0.17,17,20,1
0.71,0.17,19,19,1
0.71,0.17,18,18,1
0.71,0.17,17,17,1
0.71,0.17,16,17,1
0.71,0.17,21,21,1
0.71,0.17,17,17,1
0.71,0.17,16,16,1
0.71,0.18,15,16,1
0.71,0.18,17,17,1
0.71,0.18,16,16,1
0.71,0.18,16,16,1
0.71,0.18,18,18,1
0.71,0.18,17,17,1
0.71,0.18,19,19,1
0.71,0.18,21,21,1
0.71,0.18,15,16,1
0.71,0.18,16,16,1
0.71,0.19,17,17,1
0.71,0.19,18,18,1
0.71,0.19,19,19,1
0.71,0.19,16,16,1
0.71,0.19,19,19,1
0.71,0.19,16,16,1
0.71,0.19,16,16,1
0.71,0.19,16,16,1
0.71,0.19,17,17,1
0.71,0.19,18,18,1
0.71,0.2,15,16,1
0.71,0.2,15,16,1
0.71,0.2,16,16,1
0.71,0.2,18,18,1
0.71,0.2,17,17,1
0.71,0.2,16,16,1
0.71,0.2,17,17,1
0.71,0.2,17,17,1
0.71,0.2,16,17,1
0.71,0.2,18,18,1
0.71,0.21,17,17,1
0.71,0.21,16,16,1
0.71,0.21,14,15,1
0.71,0.21,18,18,1
0.71,0.21,15,17,1
0.71,0.21,18,18,1
0.71,0.21,21,21,1
0.71,0.21,17,17,1
0.71,0.21,15,15,1
0.71,0.21,16,16,1
0.71,0.22,16,16,1
0.71,0.22,18,18,1
0.71,0.22,16,16,1
0.71,0.22,19,19,1
0.71,0.22,17,17,1
0.71,0.22,16,16,1
0.71,0.22,15,15,1
0.71,0.22,17,17,1
0.71,0.22,14,15,1
0.71,0.22,15,15,1
0.71,0.23,17,17,1
0.71,0.23,23,23,1
0.71,0.23,18,18,1
0.71,0.23,17,17,1
0.71,0.23,15,16,1
0.71,0.23,16,17,1
0.71,0.23,15,16,1
0.71,0.23,16,16,1
0.71,0.23,15,15,1
0.71,0.23,14,17,1
0.71,0.24,15,15,1
0.71,0.24,15,15,1
0.71,0.24,14,14,1
0.71,0.24,16,16,1
0.71,0.24,17,17,1
0.71,0.24,15,16,1
0.71,0.24,16,17,1
0.71,0.24,14,15,1
0.71,0.24,19,19,1
0.71,0.24,17,17,1
0.71,0.25,16,16,1
0.71,0.25,15,16,1
0.71,0.25,16,16,1
0.71,0.25,15,17,1
0.71,0.25,16,16,1
0.71,0.25,17,17,1
0.71,0.25,15,15,1
0.71,0.25,14,16,1
0.71,0.25,15,15,1
0.71,0.25,26,26,1
0.71,0.26,17,17,1
0.71,0.26,15,16,1
0.71,0.26,18,18,1
0.71,0.26,15,16,1
0.71,0.26,17,17,1
0.71,0.26,17,17,1
0.71,0.26,15,15,1
0.71,0.26,17,17,1
0.71,0.26,17,17,1
0.71,0.26,16,16,1
0.71,0.27,16,16,1
0.71,0.27,16,16,1
0.71,0.27,15,15,1
0.71,0.27,16,16,1
0.71,0.27,16,16,1
0.71,0.27,14,15,1
0.71,0.27,15,15,1
0.71,0.27,15,15,1
0.71,0.27,14,15,1
0.71,0.27,15,15,1
0.71,0.28,14,15,1
0.71,0.28,14,15,1
0.71,0.28,26,26,1
0.71,0.28,24,24,1
0.71,0.28,16,16,1
0.71,0.28,17,17,1
0.71,0.28,17,17,1
0.71,0.28,18,18,1
0.71,0.28,15,15,1
0.71,0.28,16,16,1
0.71,0.29,14,14,1
0.71,0.29,19,19,1
0.71,0.29,16,16,1
0.71,0.29,15,15,1
0.71,0.29,13,14,1
0.71,0.29,36,36,1
0.71,0.29,14,14,1
0.71,0.29,15,16,1
0.71,0.29,15,15,1
0.71,0.29,20,20,1
0.71,0.3,13,14,1
0.71,0.3,14,25,1
0.71,0.3,17,17,1
0.71,0.3,16,16,1
0.71,0.3,16,16,1
0.71,0.3,14,14,1
0.71,0.3,16,16,1
0.71,0.3,15,15,1
0.71,0.3,15,16,1
0.71,0.3,14,14,1
0.71,0.31,16,16,1
0.71,0.31,15,15,1
0.71,0.31,16,16,1
0.71,0.31,13,14,1
0.71,0.31,15,29,1
0.71,0.31,16,16,1
0.71,0.31,14,14,1
0.71,0.31,18,18,1
0.71,0.31,15,15,1
0.71,0.31,17,17,1
0.71,0.32,17,17,1
0.71,0.32,13,13,1
0.71,0.32,14,14,1
0.71,0.32,27,27,1
0.71,0.32,16,16,1
0.71,0.32,14,14,1
0.71,0.32,13,14,1
0.71,0.32,13,14,1
0.71,0.32,14,14,1
0.71,0.32,21,21,1
0.71,0.33,22,22,1
0.71,0.33,14,14,1
0.71,0.33,17,17,1
0.71,0.33,14,14,1
0.71,0.33,13,15,1
0.71,0.33,15,15,1
0.71,0.33,16,16,1
0.71,0.33,14,14,1
0.71,0.33,13,14,1
0.71,0.33,14,17,1
0.71,0.34,14,14,1
0.71,0.34,13,15,1
0.71,0.34,21,21,1
0.71,0.34,15,15,1
0.71,0.34,16,16,1
0.71,0.34,18,18,1
0.71,0.34,16,16,1
0.71,0.34,13,13,1
0.71,0.34,14,14,1
0.71,0.34,15,15,1
0.71,0.35,14,14,1
0.71,0.35,13,13,1
0.71,0.35,16,16,1
0.71,0.35,16,18,1
0.71,0.35,15,15,1
0.71,0.35,20,20,1
0.71,0.35,16,16,1
0.71,0.35,14,15,1
0.71,0.35,22,22,1
0.71,0.35,14,14,1
0.71,0.36,14,14,1
0.71,0.36,16,16,1
0.71,0.36,15,15,1
0.71,0.36,14,15,1
0.71,0.36,15,15,1
0.71,0.36,15,15,1
0.71,0.36,14,14,1
0.71,0.36,15,15,1
0.71,0.36,19,20,1
0.71,0.36,13,13,1
0.71,0.37,14,14,1
0.71,0.37,14,15,1
0.71,0.37,13,14,1
0.71,0.37,14,14,1
0.71,0.37,12,13,1
0.71,0.37,13,14,1
0.71,0.37,15,15,1
0.71,0.37,13,13,1
0.71,0.37,14,14,1
0.71,0.37,13,14,1
0.71,0.38,13,13,1
0.71,0.38,14,14,1
0.71,0.38,15,15,1
0.71,0.38,13,13,1
0.71,0.38,15,15,1
0.71,0.38,14,14,1
0.71,0.38,14,14,1
0.71,0.38,16,16,1
0.71,0.38,14,14,1
0.71,0.38,13,14,1
0.71,0.39,16,16,1
0.71,0.39,13,14,1
0.71,0.39,15,15,1
0.71,0.39,20,21,1
0.71,0.39,18,18,1
0.71,0.39,15,15,1
0.71,0.39,13,13,1
0.71,0.39,13,13,1
0.71,0.39,13,13,1
0.71,0.39,13,14,1
0.71,0.4,14,14,1
0.71,0.4,13,13,1
0.71,0.4,12,12,1
0.71,0.4,12,12,1
0.71,0.4,12,13,1
0.71,0.4,13,13,1
0.71,0.4,15,15,1
0.71,0.4,14,14,1
0.71,0.4,15,15,1
0.71,0.4,14,14,1
0.71,0.41,13,13,1
0.71,0.41,12,13,1
0.71,0.41,16,17,1
0.71,0.41,19,19,1
0.71,0.41,14,14,1
0.71,0.41,12,12,1
0.71,0.41,13,13,1
0.71,0.41,16,16,1
0.71,0.41,14,14,1
0.71,0.41,14,14,1
0.71,0.42,13,14,1
0.71,0.42,13,13,1
0.71,0.42,19,19,1
0.71,0.42,20,20,1
0.71,0.42,14,14,1
0.71,0.42,14,14,1
0.71,0.42,18,18,1
0.71,0.42,17,17,1
0.71,0.42,12,12,1
0.71,0.42,16,16,1
0.71,0.43,15,15,1
0.71,0.43,13,13,1
0.71,0.43,30,30,1
0.71,0.43,14,14,1
0.71,0.43,13,13,1
0.71,0.43,13,13,1
0.71,0.43,12,12,1
0.71,0.43,14,15,1
0.71,0.43,13,13,1
0.71,0.43,13,13,1
0.71,0.44,18,18,1
0.71,0.44,15,15,1
0.71,0.44,13,13,1
0.71,0.44,15,15,1
0.71,0.44,12,12,1
0.71,0.44,14,14,1
0.71,0.44,12,13,1
0.71,0.44,14,15,1
0.71,0.44,14,14,1
0.71,0.44,12,13,1
0.71,0.45,12,12,1
0.71,0.45,14,14,1
0.71,0.45,13,13,1
0.71,0.45,14,14,1
0.71,0.45,13,13,1
0.71,0.45,14,14,1
0.71,0.45,16,16,1
0.71,0.45,16,16,1
0.71,0.45,15,15,1
0.71,0.45,14,14,1
0.71,0.46,13,13,1
0.71,0.46,14,14,1
0.71,0.46,15,15,1
0.71,0.46,14,15,1
0.71,0.46,11,15,1
0.71,0.46,12,12,1
0.71,0.46,13,13,1
0.71,0.46,13,14,1
0.71,0.46,12,12,1
0.71,0.46,12,12,1
0.71,0.47,15,15,1
0.71,0.47,12,12,1
0.71,0.47,12,13,1
0.71,0.47,11,11,1
0.71,0.47,13,13,1
0.71,0.47,17,17,1
0.71,0.47,11,11,1
0.71,0.47,12,12,1
0.71,0.47,17,17,1
0.71,0.47,13,15,1
0.71,0.48,11,11,1
0.71,0.48,17,17,1
0.71,0.48,12,12,1
0.71,0.48,12,13,1
0.71,0.48,12,12,1
0.71,0.48,12,13,1
0.71,0.48,13,13,1
0.71,0.48,12,12,1
0.71,0.48,13,13,1
0.71,0.48,12,12,1
0.71,0.49,12,13,1
0.71,0.49,13,13,1
0.71,0.49,15,15,1
0.71,0.49,14,14,1
0.71,0.49,15,16,1
0.71,0.49,12,13,1
0.71,0.49,14,14,1
0.71,0.49,13,13,1
0.71,0.49,12,12,1
0.71,0.49,10,11,1
0.71,0.5,11,12,1
0.71,0.5,13,13,1
0.71,0.5,12,12,1
0.71,0.5,12,12,1
0.71,0.5,12,12,1
0.71,0.5,20,20,1
0.71,0.5,12,12,1
0.71,0.5,12,13,1
0.71,0.5,11,12,1
0.71,0.5,13,13,1
0.72,0,1000,0,0
0.72,0.01,25,25,1
0.72,0.01,25,25,1
0.72,0.01,25,25,1
0.72,0.01,24,24,1
0.72,0.01,30,30,1
0.72,0.01,24,25,1
0.72,0.01,27,27,1
0.72,0.01,26,26,1
0.72,0.01,26,26,1
0.72,0.01,24,24,1
0.72,0.02,26,26,1
0.72,0.02,23,23,1
0.72,0.02,21,22,1
0.72,0.02,31,31,1
0.72,0.02,25,25,1
0.72,0.02,23,23,1
0.72,0.02,28,28,1
0.72,0.02,25,25,1
0.72,0.02,24,24,1
0.72,0.02,22,24,1
0.72,0.03,21,21,1
0.72,0.03,25,25,1
0.72,0.03,22,22,1
0.72,0.03,26,26,1
0.72,0.03,22,22,1
0.72,0.03,22,22,1
0.72,0.03,21,23,1
0.72,0.03,21,22,1
0.72,0.03,23,23,1
0.72,0.03,21,21,1
0.72,0.04,21,21,1
0.72,0.04,21,21,1
0.72,0.04,24,24,1
0.72,0.04,22,22,1
0.72,0.04,20,20,1
0.72,0.04,23,23,1
0.72,0.04,21,21,1
0.72,0.04,21,22,1
0.72,0.04,19,20,1
0.72,0.04,22,22,1
0.72,0.05,21,21,1
0.72,0.05,19,19,1
0.72,0.05,20,20,1
0.72,0.05,19,19,1
0.72,0.05,24,24,1
0.72,0.05,20,20,1
0.72,0.05,20,20,1
0.72,0.05,21,21,1
0.72,0.05,22,23,1
0.72,0.05,20,20,1
0.72,0.06,19,19,1
0.72,0.06,19,19,1
0.72,0.06,19,19,1
0.72,0.06,21,21,1
0.72,0.06,20,20,1
0.72,0.06,19,20,1
0.72,0.06,30,30,1
0.72,0.06,20,20,1
0.72,0.06,19,19,1
0.72,0.06,19,19,1
0.72,0.07,19,20,1
0.72,0.07,20,20,1
0.72,0.07,18,19,1
0.72,0.07,19,20,1
0.72,0.07,18,19,1
0.72,0.07,19,20,1
0.72,0.07,24,24,1
0.72,0.07,20,20,1
0.72,0.07,18,19,1
0.72,0.07,19,19,1
0.72,0.08,19,19,1
0.72,0.08,18,20,1
0.72,0.08,22,22,1
0.72,0.08,18,19,1
0.72,0.08,18,18,1
0.72,0.08,18,19,1
0.72,0.08,19,19,1
0.72,0.08,18,18,1
0.72,0.08,21,21,1
0.72,0.08,19,19,1
0.72,0.09,18,18,1
0.72,0.09,19,19,1
0.72,0.09,28,28,1
0.72,0.09,18,18,1
0.72,0.09,17,18,1
0.72,0.09,18,19,1
0.72,0.09,22,22,1
0.72,0.09,17,18,1
0.72,0.09,19,19,1
0.72,0.09,19,19,1
0.72,0.1,19,19,1
0.72,0.1,19,19,1
0.72,0.1,17,17,1
0.72,0.1,18,18,1
0.72,0.1,19,19,1
0.72,0.1,21,21,1
0.72,0.1,19,20,1
0.72,0.1,20,20,1
0.72,0.1,18,18,1
0.72,0.1,17,17,1
0.72,0.11,16,18,1
0.72,0.11,17,17,1
0.72,0.11,18,18,1
0.72,0.11,19,20,1
0.72,0.11,17,18,1
0.72,0.11,18,18,1
0.72,0.11,19,19,1
0.72,0.11,19,19,1
0.72,0.11,18,18,1
0.72,0.11,19,19,1
0.72,0.12,18,18,1
0.72,0.12,19,19,1
0.72,0.12,16,17,1
0.72,0.12,17,17,1
0.72,0.12,16,17,1
0.72,0.12,31,32,1
0.72,0.12,17,17,1
0.72,0.12,18,19,1
0.72,0.12,17,17,1
0.72,0.12,21,21,1
0.72,0.13,16,17,1
0.72,0.13,17,17,1
0.72,0.13,19,19,1
0.72,0.13,17,17,1
0.72,0.13,25,25,1
0.72,0.13,17,18,1
0.72,0.13,17,18,1
0.72,0.13,17,17,1
0.72,0.13,16,17,1
0.72,0.13,24,24,1
0.72,0.14,18,18,1
0.72,0.14,19,19,1
0.72,0.14,15,16,1
0.72,0.14,19,19,1
0.72,0.14,19,19,1
0.72,0.14,16,17,1
0.72,0.14,16,16,1
0.72,0.14,19,19,1
0.72,0.14,15,15,1
0.72,0.14,16,17,1
0.72,0.15,17,18,1
0.72,0.15,16,16,1
0.72,0.15,17,17,1
0.72,0.15,18,18,1
0.72,0.15,18,18,1
0.72,0.15,17,17,1
0.72,0.15,17,17,1
0.72,0.15,18,18,1
0.72,0.15,18,18,1
0.72,0.15,26,26,1
0.72,0.16,15,17,1
0.72,0.16,18,18,1
0.72,0.16,17,17,1
0.72,0.16,19,19,1
0.72,0.16,16,16,1
0.72,0.16,21,21,1
0.72,0.16,17,17,1
0.72,0.16,16,16,1
0.72,0.16,15,17,1
0.72,0.16,16,16,1
0.72,0.17,18,18,1
0.72,0.17,18,18,1
0.72,0.17,19,19,1
0.72,0.17,18,18,1
0.72,0.17,18,18,1
0.72,0.17,17,17,1
0.72,0.17,17,17,1
0.72,0.17,17,17,1
0.72,0.17,17,17,1
0.72,0.17,16,16,1
0.72,0.18,18,18,1
0.72,0.18,16,16,1
0.72,0.18,15,16,1
0.72,0.18,19,19,1
0.72,0.18,17,18,1
0.72,0.18,16,16,1
0.72,0.18,17,17,1
0.72,0.18,17,17,1
0.72,0.18,15,18,1
0.72,0.18,20,20,1
0.72,0.19,15,16,1
0.72,0.19,17,17,1
0.72,0.19,15,16,1
0.72,0.19,15,17,1
0.72,0.19,16,17,1
0.72,0.19,20,20,1
0.72,0.19,18,18,1
0.72,0.19,23,23,1
0.72,0.19,18,18,1
0.72,0.19,22,22,1
0.72,0.2,19,19,1
0.72,0.2,16,16,1
0.72,0.2,18,18,1
0.72,0.2,18,18,1
0.72,0.2,17,17,1
0.72,0.2,23,23,1
0.72,0.2,15,15,1
0.72,0.2,18,18,1
0.72,0.2,15,17,1
0.72,0.2,15,16,1
0.72,0.21,18,18,1
0.72,0.21,16,17,1
0.72,0.21,17,17,1
0.72,0.21,16,16,1
0.72,0.21,15,16,1
0.72,0.21,15,15,1
0.72,0.21,14,15,1
0.72,0.21,27,27,1
0.72,0.21,16,16,1
0.72,0.21,18,18,1
0.72,0.22,15,15,1
0.72,0.22,18,18,1
0.72,0.22,16,16,1
0.72,0.22,17,17,1
0.72,0.22,17,17,1
0.72,0.22,14,15,1
0.72,0.22,15,16,1
0.72,0.22,19,19,1
0.72,0.22,15,16,1
0.72,0.22,16,16,1
0.72,0.23,14,14,1
0.72,0.23,15,15,1
0.72,0.23,15,15,1
0.72,0.23,14,16,1
0.72,0.23,15,15,1
0.72,0.23,17,17,1
0.72,0.23,15,15,1
0.72,0.23,13,14,1
0.72,0.23,17,17,1
0.72,0.23,18,18,1
0.72,0.24,17,17,1
0.72,0.24,21,21,1
0.72,0.24,14,15,1
0.72,0.24,15,15,1
0.72,0.24,17,17,1
0.72,0.24,17,17,1
0.72,0.24,16,16,1
0.72,0.24,18,18,1
0.72,0.24,15,16,1
0.72,0.24,15,15,1
0.72,0.25,15,15,1
0.72,0.25,14,14,1
0.72,0.25,14,15,1
0.72,0.25,22,23,1
0.72,0.25,14,16,1
0.72,0.25,14,14,1
0.72,0.25,19,19,1
0.72,0.25,17,17,1
0.72,0.25,14,14,1
0.72,0.25,18,18,1
0.72,0.26,15,15,1
0.72,0.26,15,15,1
0.72,0.26,19,19,1
0.72,0.26,15,15,1
0.72,0.26,17,17,1
0.72,0.26,15,15,1
0.72,0.26,14,14,1
0.72,0.26,14,14,1
0.72,0.26,15,15,1
0.72,0.26,15,15,1
0.72,0.27,16,16,1
0.72,0.27,14,14,1
0.72,0.27,15,16,1
0.72,0.27,16,16,1
0.72,0.27,15,15,1
0.72,0.27,15,15,1
0.72,0.27,23,23,1
0.72,0.27,13,13,1
0.72,0.27,15,15,1
0.72,0.27,17,17,1
0.72,0.28,15,15,1
0.72,0.28,17,17,1
0.72,0.28,15,15,1
0.72,0.28,14,14,1
0.72,0.28,15,15,1
0.72,0.28,14,15,1
0.72,0.28,17,17,1
0.72,0.28,15,21,1
0.72,0.28,15,15,1
0.72,0.28,14,14,1
0.72,0.29,15,18,1
0.72,0.29,14,15,1
0.72,0.29,28,28,1
0.72,0.29,15,15,1
0.72,0.29,14,14,1
0.72,0.29,18,18,1
0.72,0.29,14,14,1
0.72,0.29,14,14,1
0.72,0.29,16,16,1
0.72,0.29,14,14,1
0.72,0.3,13,14,1
0.72,0.3,13,14,1
0.72,0.3,14,14,1
0.72,0.3,15,15,1
0.72,0.3,15,15,1
0.72,0.3,14,16,1
0.72,0.3,17,17,1
0.72,0.3,17,17,1
0.72,0.3,16,16,1
0.72,0.3,26,27,1
0.72,0.31,16,16,1
0.72,0.31,19,19,1
0.72,0.31,18,18,1
0.72,0.31,14,15,1
0.72,0.31,13,13,1
0.72,0.31,15,15,1
0.72,0.31,13,13,1
0.72,0.31,14,15,1
0.72,0.31,13,14,1
0.72,0.31,15,15,1
0.72,0.32,15,16,1
0.72,0.32,17,17,1
0.72,0.32,15,15,1
0.72,0.32,14,15,1
0.72,0.32,14,30,1
0.72,0.32,20,24,1
0.72,0.32,15,15,1
0.72,0.32,19,20,1
0.72,0.32,16,16,1
0.72,0.32,13,13,1
0.72,0.33,15,15,1
0.72,0.33,14,14,1
0.72,0.33,17,17,1
0.72,0.33,16,16,1
0.72,0.33,13,14,1
0.72,0.33,14,14,1
0.72,0.33,14,14,1
0.72,0.33,14,14,1
0.72,0.33,14,14,1
0.72,0.33,14,14,1
0.72,0.34,14,14,1
0.72,0.34,13,14,1
0.72,0.34,13,13,1
0.72,0.34,18,18,1
0.72,0.34,13,13,1
0.72,0.34,13,13,1
0.72,0.34,14,14,1
0.72,0.34,12,13,1
0.72,0.34,16,16,1
0.72,0.34,14,15,1
0.72,0.35,13,14,1
0.72,0.35,15,15,1
0.72,0.35,13,13,1
0.72,0.35,18,18,1
0.72,0.35,13,14,1
0.72,0.35,13,14,1
0.72,0.35,13,13,1
0.72,0.35,16,16,1
0.72,0.35,14,14,1
0.72,0.35,13,13,1
0.72,0.36,17,17,1
0.72,0.36,16,16,1
0.72,0.36,12,12,1
0.72,0.36,16,16,1
0.72,0.36,13,14,1
0.72,0.36,14,14,1
0.72,0.36,13,13,1
0.72,0.36,12,13,1
0.72,0.36,15,15,1
0.72,0.36,15,15,1
0.72,0.37,14,14,1
0.72,0.37,13,13,1
0.72,0.37,15,15,1
0.72,0.37,19,19,1
0.72,0.37,13,13,1
0.72,0.37,16,16,1
0.72,0.37,13,14,1
0.72,0.37,13,13,1
0.72,0.37,13,13,1
0.72,0.37,12,12,1
0.72,0.38,12,13,1
0.72,0.38,12,13,1
0.72,0.38,12,13,1
0.72,0.38,14,14,1
0.72,0.38,14,14,1
0.72,0.38,14,14,1
0.72,0.38,14,14,1
0.72,0.38,13,13,1
0.72,0.38,12,13,1
0.72,0.38,15,15,1
0.72,0.39,22,22,1
0.72,0.39,17,17,1
0.72,0.39,12,14,1
0.72,0.39,12,13,1
0.72,0.39,15,15,1
0.72,0.39,13,13,1
0.72,0.39,15,16,1
0.72,0.39,14,14,1
0.72,0.39,13,13,1
0.72,0.39,14,14,1
0.72,0.4,13,13,1
0.72,0.4,11,12,1
0.72,0.4,13,14,1
0.72,0.4,11,12,1
0.72,0.4,15,15,1
0.72,0.4,13,14,1
0.72,0.4,12,12,1
0.72,0.4,14,14,1
0.72,0.4,13,13,1
0.72,0.4,13,13,1
0.72,0.41,13,13,1
0.72,0.41,12,13,1
0.72,0.41,13,13,1
0.72,0.41,12,13,1
0.72,0.41,13,13,1
0.72,0.41,13,14,1
0.72,0.41,13,14,1
0.72,0.41,12,12,1
0.72,0.41,14,14,1
0.72,0.41,12,13,1
0.72,0.42,15,15,1
0.72,0.42,11,12,1
0.72,0.42,17,17,1
0.72,0.42,13,13,1
0.72,0.42,11,12,1
0.72,0.42,12,13,1
0.72,0.42,11,12,1
0.72,0.42,13,13,1
0.72,0.42,11,11,1
0.72,0.42,12,13,1
0.72,0.43,19,19,1
0.72,0.43,11,12,1
0.72,0.43,12,12,1
0.72,0.43,13,13,1
0.72,0.43,13,13,1
0.72,0.43,14,14,1
0.72,0.43,14,15,1
0.72,0.43,12,12,1
0.72,0.43,16,16,1
0.72,0.43,14,15,1
0.72,0.44,14,14,1
0.72,0.44,14,14,1
0.72,0.44,13,13,1
0.72,0.44,12,12,1
0.72,0.44,11,12,1
0.72,0.44,13,13,1
0.72,0.44,20,20,1
0.72,0.44,11,12,1
0.72,0.44,11,11,1
0.72,0.44,16,16,1
0.72,0.45,13,13,1
0.72,0.45,13,13,1
0.72,0.45,12,12,1
0.72,0.45,13,13,1
0.72,0.45,13,13,1
0.72,0.45,12,12,1
0.72,0.45,13,13,1
0.72,0.45,13,13,1
0.72,0.45,11,11,1
0.72,0.45,16,16,1
0.72,0.46,14,14,1
0.72,0.46,14,14,1
0.72,0.46,14,14,1
0.72,0.46,14,14,1
0.72,0.46,13,13,1
0.72,0.46,13,13,1
0.72,0.46,11,12,1
0.72,0.46,12,13,1
0.72,0.46,12,12,1
0.72,0.46,12,12,1
0.72,0.47,12,13,1
0.72,0.47,14,14,1
0.72,0.47,18,18,1
0.72,0.47,11,12,1
0.72,0.47,13,13,1
0.72,0.47,19,20,1
0.72,0.47,12,12,1
0.72,0.47,13,13,1
0.72,0.47,12,12,1
0.72,0.47,13,13,1
0.72,0.48,14,14,1
0.72,0.48,13,13,1
0.72,0.48,15,15,1
0.72,0.48,13,13,1
0.72,0.48,12,13,1
0.72,0.48,16,16,1
0.72,0.48,12,12,1
0.72,0.48,13,14,1
0.72,0.48,13,13,1
0.72,0.48,12,13,1
0.72,0.49,13,13,1
0.72,0.49,11,12,1
0.72,0.49,12,12,1
0.72,0.49,12,13,1
0.72,0.49,12,12,1
0.72,0.49,12,12,1
0.72,0.49,14,14,1
0.72,0.49,11,12,1
0.72,0.49,13,13,1
0.72,0.49,10,11,1
0.72,0.5,12,12,1
0.72,0.5,15,15,1
0.72,0.5,12,12,1
0.72,0.5,12,12,1
0.72,0.5,20,20,1
0.72,0.5,14,14,1
0.72,0.5,12,12,1
0.72,0.5,13,13,1
0.72,0.5,12,12,1
0.72,0.5,11,12,1
0.73,0,1000,0,0
0.73,0.01,25,25,1
0.73,0.01,25,25,1
0.73,0.01,23,23,1
0.73,0.01,26,26,1
0.73,0.01,23,24,1
0.73,0.01,25,25,1
0.73,0.01,22,22,1
0.73,0.01,24,24,1
0.73,0.01,24,24,1
0.73,0.01,25,25,1
0.73,0.02,21,25,1
0.73,0.02,20,22,1
0.73,0.02,23,23,1
0.73,0.02,22,22,1
0.73,0.02,21,22,1
0.73,0.02,22,22,1
0.73,0.02,26,26,1
0.73,0.02,23,23,1
0.73,0.02,23,23,1
0.73,0.02,23,23,1
0.73,0.03,22,22,1
0.73,0.03,21,21,1
0.73,0.03,20,21,1
0.73,0.03,21,21,1
0.73,0.03,20,21,1
0.73,0.03,22,22,1
0.73,0.03,21,21,1
0.73,0.03,21,21,1
0.73,0.03,20,21,1
0.73,0.03,20,22,1
0.73,0.04,20,20,1
0.73,0.04,20,20,1
0.73,0.04,19,19,1
0.73,0.04,19,19,1
0.73,0.04,21,21,1
0.73,0.04,19,20,1
0.73,0.04,24,24,1
0.73,0.04,21,21,1
0.73,0.04,21,21,1
0.73,0.04,20,20,1
0.73,0.05,18,19,1
0.73,0.05,19,19,1
0.73,0.05,21,21,1
0.73,0.05,19,19,1
0.73,0.05,20,20,1
0.73,0.05,19,19,1
0.73,0.05,20,20,1
0.73,0.05,20,20,1
0.73,0.05,20,20,1
0.73,0.05,20,20,1
0.73,0.06,21,21,1
0.73,0.06,20,20,1
0.73,0.06,20,20,1
0.73,0.06,22,22,1
0.73,0.06,22,22,1
0.73,0.06,19,19,1
0.73,0.06,19,19,1
0.73,0.06,20,20,1
0.73,0.06,18,18,1
0.73,0.06,20,20,1
0.73,0.07,17,18,1
0.73,0.07,18,19,1
0.73,0.07,20,20,1
0.73,0.07,19,19,1
0.73,0.07,18,19,1
0.73,0.07,20,20,1
0.73,0.07,18,18,1
0.73,0.07,17,18,1
0.73,0.07,19,19,1
0.73,0.07,19,20,1
0.73,0.08,20,20,1
0.73,0.08,18,18,1
0.73,0.08,17,18,1
0.73,0.08,17,17,1
0.73,0.08,17,18,1
0.73,0.08,19,19,1
0.73,0.08,17,17,1
0.73,0.08,18,18,1
0.73,0.08,17,17,1
0.73,0.08,17,18,1
0.73,0.09,17,26,1
0.73,0.09,17,18,1
0.73,0.09,20,20,1
0.73,0.09,19,19,1
0.73,0.09,16,17,1
0.73,0.09,19,19,1
0.73,0.09,17,18,1
0.73,0.09,20,20,1
0.73,0.09,18,18,1
0.73,0.09,18,18,1
0.73,0.1,17,17,1
0.73,0.1,18,18,1
0.73,0.1,19,19,1
0.73,0.1,17,17,1
0.73,0.1,18,19,1
0.73,0.1,19,19,1
0.73,0.1,19,19,1
0.73,0.1,18,18,1
0.73,0.1,18,18,1
0.73,0.1,17,17,1
0.73,0.11,17,18,1
0.73,0.11,16,19,1
0.73,0.11,22,23,1
0.73,0.11,30,30,1
0.73,0.11,16,17,1
0.73,0.11,15,16,1
0.73,0.11,18,18,1
0.73,0.11,18,18,1
0.73,0.11,26,26,1
0.73,0.11,18,18,1
0.73,0.12,18,18,1
0.73,0.12,18,18,1
0.73,0.12,17,18,1
0.73,0.12,17,20,1
0.73,0.12,18,18,1
0.73,0.12,15,17,1
0.73,0.12,18,18,1
0.73,0.12,17,17,1
0.73,0.12,15,17,1
0.73,0.12,19,19,1
0.73,0.13,21,21,1
0.73,0.13,20,20,1
0.73,0.13,19,20,1
0.73,0.13,16,17,1
0.73,0.13,17,18,1
0.73,0.13,16,16,1
0.73,0.13,17,17,1
0.73,0.13,17,17,1
0.73,0.13,16,16,1
0.73,0.13,15,16,1
0.73,0.14,16,16,1
0.73,0.14,17,17,1
0.73,0.14,15,16,1
0.73,0.14,17,17,1
0.73,0.14,16,16,1
0.73,0.14,16,16,1
0.73,0.14,15,15,1
0.73,0.14,16,16,1
0.73,0.14,17,18,1
0.73,0.14,17,17,1
0.73,0.15,23,23,1
