Drive carrier fitness,Introduction frequency,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency
0.69,0.16,18,19,1
0.69,0.16,19,19,1
0.69,0.16,18,18,1
0.69,0.16,18,18,1
0.69,0.16,19,19,1
0.69,0.16,20,20,1
0.69,0.16,21,21,1
0.69,0.17,19,19,1
0.69,0.17,20,20,1
0.69,0.17,19,19,1
0.69,0.17,18,18,1
0.69,0.17,22,22,1
0.69,0.17,35,35,1
0.69,0.17,19,19,1
0.69,0.17,17,17,1
0.69,0.17,21,21,1
0.69,0.17,17,18,1
0.69,0.18,20,20,1
0.69,0.18,19,19,1
0.69,0.18,19,19,1
0.69,0.18,17,23,1
0.69,0.18,16,17,1
0.69,0.18,19,19,1
0.69,0.18,24,24,1
0.69,0.18,18,18,1
0.69,0.18,19,19,1
0.69,0.18,18,19,1
0.69,0.19,19,19,1
0.69,0.19,18,18,1
0.69,0.19,18,18,1
0.69,0.19,18,19,1
0.69,0.19,19,19,1
0.69,0.19,18,18,1
0.69,0.19,17,17,1
0.69,0.19,26,26,1
0.69,0.19,17,17,1
0.69,0.19,17,17,1
0.69,0.2,17,18,1
0.69,0.2,19,19,1
0.69,0.2,18,19,1
0.69,0.2,17,17,1
0.69,0.2,17,18,1
0.69,0.2,21,21,1
0.69,0.2,19,19,1
0.69,0.2,18,18,1
0.69,0.2,17,18,1
0.69,0.2,20,20,1
0.69,0.21,15,15,1
0.69,0.21,16,16,1
0.69,0.21,19,19,1
0.69,0.21,16,16,1
0.69,0.21,19,19,1
0.69,0.21,18,18,1
0.69,0.21,17,17,1
0.69,0.21,18,18,1
0.69,0.21,17,18,1
0.69,0.21,17,18,1
0.69,0.22,15,16,1
0.69,0.22,16,17,1
0.69,0.22,22,22,1
0.69,0.22,16,16,1
0.69,0.22,17,18,1
0.69,0.22,18,18,1
0.69,0.22,21,21,1
0.69,0.22,17,18,1
0.69,0.22,17,17,1
0.69,0.22,21,21,1
0.69,0.23,19,19,1
0.69,0.23,17,17,1
0.69,0.23,17,17,1
0.69,0.23,18,18,1
0.69,0.23,21,21,1
0.69,0.23,17,17,1
0.69,0.23,16,16,1
0.69,0.23,17,17,1
0.69,0.23,16,17,1
0.69,0.23,17,17,1
0.69,0.24,18,18,1
0.69,0.24,17,19,1
0.69,0.24,17,17,1
0.69,0.24,16,16,1
0.69,0.24,17,17,1
0.69,0.24,16,16,1
0.69,0.24,15,17,1
0.69,0.24,20,20,1
0.69,0.24,17,17,1
0.69,0.24,16,16,1
0.69,0.25,16,16,1
0.69,0.25,16,17,1
0.69,0.25,17,17,1
0.69,0.25,16,16,1
0.69,0.25,17,17,1
0.69,0.25,21,21,1
0.69,0.25,17,17,1
0.69,0.25,16,17,1
0.69,0.25,18,18,1
0.69,0.25,19,19,1
0.69,0.26,17,17,1
0.69,0.26,17,18,1
0.69,0.26,15,15,1
0.69,0.26,19,19,1
0.69,0.26,15,15,1
0.69,0.26,16,16,1
0.69,0.26,18,18,1
0.69,0.26,33,33,1
0.69,0.26,15,16,1
0.69,0.26,17,17,1
0.69,0.27,15,15,1
0.69,0.27,18,18,1
0.69,0.27,17,17,1
0.69,0.27,17,17,1
0.69,0.27,16,17,1
0.69,0.27,16,16,1
0.69,0.27,16,17,1
0.69,0.27,15,16,1
0.69,0.27,18,18,1
0.69,0.27,16,16,1
0.69,0.28,16,17,1
0.69,0.28,17,17,1
0.69,0.28,19,19,1
0.69,0.28,16,16,1
0.69,0.28,14,16,1
0.69,0.28,17,17,1
0.69,0.28,16,16,1
0.69,0.28,15,15,1
0.69,0.28,24,24,1
0.69,0.28,16,16,1
0.69,0.29,19,19,1
0.69,0.29,15,16,1
0.69,0.29,17,17,1
0.69,0.29,15,15,1
0.69,0.29,16,17,1
0.69,0.29,16,16,1
0.69,0.29,18,18,1
0.69,0.29,18,19,1
0.69,0.29,18,18,1
0.69,0.29,17,17,1
0.69,0.3,15,15,1
0.69,0.3,17,17,1
0.69,0.3,17,17,1
0.69,0.3,16,17,1
0.69,0.3,15,15,1
0.69,0.3,15,15,1
0.69,0.3,16,16,1
0.69,0.3,20,20,1
0.69,0.3,15,15,1
0.69,0.3,14,14,1
0.69,0.31,16,16,1
0.69,0.31,16,16,1
0.69,0.31,15,15,1
0.69,0.31,16,16,1
0.69,0.31,15,15,1
0.69,0.31,24,25,1
0.69,0.31,16,16,1
0.69,0.31,15,16,1
0.69,0.31,14,15,1
0.69,0.31,15,15,1
0.69,0.32,16,16,1
0.69,0.32,16,16,1
0.69,0.32,14,14,1
0.69,0.32,15,16,1
0.69,0.32,16,16,1
0.69,0.32,17,17,1
0.69,0.32,16,16,1
0.69,0.32,15,15,1
0.69,0.32,18,18,1
0.69,0.32,15,16,1
0.69,0.33,16,16,1
0.69,0.33,14,14,1
0.69,0.33,20,20,1
0.69,0.33,15,16,1
0.69,0.33,16,16,1
0.69,0.33,14,15,1
0.69,0.33,15,15,1
0.69,0.33,15,15,1
0.69,0.33,15,15,1
0.69,0.33,19,19,1
0.69,0.34,19,19,1
0.69,0.34,17,17,1
0.69,0.34,17,17,1
0.69,0.34,15,15,1
0.69,0.34,13,14,1
0.69,0.34,17,17,1
0.69,0.34,16,17,1
0.69,0.34,15,15,1
0.69,0.34,14,15,1
0.69,0.34,15,15,1
0.69,0.35,15,17,1
0.69,0.35,18,18,1
0.69,0.35,14,14,1
0.69,0.35,20,20,1
0.69,0.35,17,17,1
0.69,0.35,14,15,1
0.69,0.35,15,15,1
0.69,0.35,13,13,1
0.69,0.35,25,25,1
0.69,0.35,15,15,1
0.69,0.36,17,17,1
0.69,0.36,15,15,1
0.69,0.36,15,15,1
0.69,0.36,14,15,1
0.69,0.36,13,14,1
0.69,0.36,14,15,1
0.69,0.36,16,16,1
0.69,0.36,17,17,1
0.69,0.36,16,16,1
0.69,0.36,14,14,1
0.69,0.37,15,15,1
0.69,0.37,19,19,1
0.69,0.37,26,26,1
0.69,0.37,13,14,1
0.69,0.37,18,18,1
0.69,0.37,14,15,1
0.69,0.37,14,14,1
0.69,0.37,16,16,1
0.69,0.37,14,15,1
0.69,0.37,16,16,1
0.69,0.38,18,18,1
0.69,0.38,18,18,1
0.69,0.38,16,16,1
0.69,0.38,15,15,1
0.69,0.38,16,18,1
0.69,0.38,14,14,1
0.69,0.38,17,17,1
0.69,0.38,15,15,1
0.69,0.38,18,18,1
0.69,0.38,15,15,1
0.69,0.39,15,15,1
0.69,0.39,15,15,1
0.69,0.39,14,15,1
0.69,0.39,15,15,1
0.69,0.39,15,15,1
0.69,0.39,16,16,1
0.69,0.39,15,15,1
0.69,0.39,16,16,1
0.69,0.39,15,16,1
0.69,0.39,14,15,1
0.69,0.4,13,15,1
0.69,0.4,14,14,1
0.69,0.4,13,14,1
0.69,0.4,14,14,1
0.69,0.4,14,14,1
0.69,0.4,15,15,1
0.69,0.4,15,15,1
0.69,0.4,13,13,1
0.69,0.4,14,14,1
0.69,0.4,23,23,1
0.69,0.41,16,16,1
0.69,0.41,13,14,1
0.69,0.41,16,16,1
0.69,0.41,13,16,1
0.69,0.41,14,14,1
0.69,0.41,15,15,1
0.69,0.41,18,18,1
0.69,0.41,14,14,1
0.69,0.41,14,15,1
0.69,0.41,16,16,1
0.69,0.42,15,15,1
0.69,0.42,13,13,1
0.69,0.42,14,14,1
0.69,0.42,14,14,1
0.69,0.42,14,14,1
0.69,0.42,16,16,1
0.69,0.42,14,15,1
0.69,0.42,15,15,1
0.69,0.42,13,13,1
0.69,0.42,20,20,1
0.69,0.43,13,14,1
0.69,0.43,16,16,1
0.69,0.43,15,15,1
0.69,0.43,15,15,1
0.69,0.43,13,14,1
0.69,0.43,13,13,1
0.69,0.43,15,16,1
0.69,0.43,14,14,1
0.69,0.43,15,15,1
0.69,0.43,14,14,1
0.69,0.44,14,15,1
0.69,0.44,16,16,1
0.69,0.44,13,13,1
0.69,0.44,14,14,1
0.69,0.44,16,16,1
0.69,0.44,14,14,1
0.69,0.44,14,14,1
0.69,0.44,17,17,1
0.69,0.44,21,21,1
0.69,0.44,15,16,1
0.69,0.45,15,15,1
0.69,0.45,15,15,1
0.69,0.45,14,14,1
0.69,0.45,12,13,1
0.69,0.45,12,13,1
0.69,0.45,13,13,1
0.69,0.45,15,15,1
0.69,0.45,13,13,1
0.69,0.45,15,15,1
0.69,0.45,15,15,1
0.69,0.46,14,14,1
0.69,0.46,13,14,1
0.69,0.46,17,17,1
0.69,0.46,14,14,1
0.69,0.46,17,17,1
0.69,0.46,14,15,1
0.69,0.46,14,15,1
0.69,0.46,13,15,1
0.69,0.46,16,16,1
0.69,0.46,17,17,1
0.69,0.47,17,17,1
0.69,0.47,14,14,1
0.69,0.47,14,14,1
0.69,0.47,14,14,1
0.69,0.47,10,11,1
0.69,0.47,13,13,1
0.69,0.47,19,20,1
0.69,0.47,14,14,1
0.69,0.47,12,13,1
0.69,0.47,13,13,1
0.69,0.48,13,14,1
0.69,0.48,14,14,1
0.69,0.48,13,13,1
0.69,0.48,15,15,1
0.69,0.48,15,15,1
0.69,0.48,15,15,1
0.69,0.48,13,13,1
0.69,0.48,12,13,1
0.69,0.48,12,13,1
0.69,0.48,15,15,1
0.69,0.49,15,15,1
0.69,0.49,15,15,1
0.69,0.49,15,16,1
0.69,0.49,14,14,1
0.69,0.49,13,13,1
0.69,0.49,13,13,1
0.69,0.49,13,13,1
0.69,0.49,13,13,1
0.69,0.49,12,12,1
0.69,0.49,14,15,1
0.69,0.5,14,14,1
0.69,0.5,12,13,1
0.69,0.5,12,12,1
0.69,0.5,14,14,1
0.69,0.5,12,12,1
0.69,0.5,18,18,1
0.69,0.5,14,14,1
0.69,0.5,12,13,1
0.69,0.5,14,14,1
0.69,0.5,13,13,1
0.7,0,1000,0,0
0.7,0.01,27,27,1
0.7,0.01,27,28,1
0.7,0.01,25,25,1
0.7,0.01,27,27,1
0.7,0.01,26,27,1
0.7,0.01,29,29,1
0.7,0.01,25,26,1
0.7,0.01,28,28,1
0.7,0.01,26,28,1
0.7,0.01,25,26,1
0.7,0.02,25,25,1
0.7,0.02,24,24,1
0.7,0.02,23,26,1
0.7,0.02,24,24,1
0.7,0.02,26,26,1
0.7,0.02,26,26,1
0.7,0.02,24,24,1
0.7,0.02,27,27,1
0.7,0.02,24,25,1
0.7,0.02,25,25,1
0.7,0.03,23,23,1
0.7,0.03,23,23,1
0.7,0.03,22,23,1
0.7,0.03,25,25,1
0.7,0.03,24,24,1
0.7,0.03,22,23,1
0.7,0.03,23,24,1
0.7,0.03,27,27,1
0.7,0.03,21,22,1
0.7,0.03,22,22,1
0.7,0.04,22,22,1
0.7,0.04,22,22,1
0.7,0.04,21,21,1
0.7,0.04,21,22,1
0.7,0.04,23,23,1
0.7,0.04,26,26,1
0.7,0.04,23,23,1
0.7,0.04,26,26,1
0.7,0.04,21,22,1
0.7,0.04,22,22,1
0.7,0.05,22,22,1
0.7,0.05,20,22,1
0.7,0.05,20,20,1
0.7,0.05,21,21,1
0.7,0.05,24,24,1
0.7,0.05,29,29,1
0.7,0.05,21,23,1
0.7,0.05,22,22,1
0.7,0.05,22,23,1
0.7,0.05,21,21,1
0.7,0.06,22,22,1
0.7,0.06,22,22,1
0.7,0.06,21,21,1
0.7,0.06,21,25,1
0.7,0.06,21,21,1
0.7,0.06,22,22,1
0.7,0.06,22,22,1
0.7,0.06,21,21,1
0.7,0.06,21,23,1
0.7,0.06,21,21,1
0.7,0.07,20,20,1
0.7,0.07,21,21,1
0.7,0.07,21,21,1
0.7,0.07,24,24,1
0.7,0.07,29,29,1
0.7,0.07,20,20,1
0.7,0.07,22,22,1
0.7,0.07,20,20,1
0.7,0.07,19,20,1
0.7,0.07,19,20,1
0.7,0.08,20,20,1
0.7,0.08,19,21,1
0.7,0.08,21,21,1
0.7,0.08,21,21,1
0.7,0.08,22,23,1
0.7,0.08,19,19,1
0.7,0.08,24,24,1
0.7,0.08,18,19,1
0.7,0.08,19,19,1
0.7,0.08,18,19,1
0.7,0.09,20,20,1
0.7,0.09,21,21,1
0.7,0.09,21,21,1
0.7,0.09,23,23,1
0.7,0.09,18,18,1
0.7,0.09,20,20,1
0.7,0.09,20,20,1
0.7,0.09,18,20,1
0.7,0.09,20,20,1
0.7,0.09,18,19,1
0.7,0.1,20,20,1
0.7,0.1,19,19,1
0.7,0.1,19,19,1
0.7,0.1,20,20,1
0.7,0.1,23,23,1
0.7,0.1,20,20,1
0.7,0.1,18,18,1
0.7,0.1,19,20,1
0.7,0.1,23,23,1
0.7,0.1,21,21,1
0.7,0.11,20,20,1
0.7,0.11,19,20,1
0.7,0.11,19,19,1
0.7,0.11,20,20,1
0.7,0.11,20,20,1
0.7,0.11,18,21,1
0.7,0.11,18,18,1
0.7,0.11,19,19,1
0.7,0.11,18,19,1
0.7,0.11,19,19,1
0.7,0.12,17,18,1
0.7,0.12,18,18,1
0.7,0.12,20,20,1
0.7,0.12,18,18,1
0.7,0.12,17,17,1
0.7,0.12,19,19,1
0.7,0.12,18,18,1
0.7,0.12,21,21,1
0.7,0.12,20,21,1
0.7,0.12,21,21,1
0.7,0.13,19,20,1
0.7,0.13,21,21,1
0.7,0.13,18,18,1
0.7,0.13,18,18,1
0.7,0.13,18,19,1
0.7,0.13,17,18,1
0.7,0.13,21,21,1
0.7,0.13,19,19,1
0.7,0.13,24,24,1
0.7,0.13,19,19,1
0.7,0.14,18,19,1
0.7,0.14,17,18,1
0.7,0.14,23,23,1
0.7,0.14,19,19,1
0.7,0.14,16,17,1
0.7,0.14,17,18,1
0.7,0.14,18,18,1
0.7,0.14,18,18,1
0.7,0.14,19,19,1
0.7,0.14,18,18,1
0.7,0.15,19,19,1
0.7,0.15,18,18,1
0.7,0.15,17,17,1
0.7,0.15,17,18,1
0.7,0.15,19,19,1
0.7,0.15,19,19,1
0.7,0.15,18,18,1
0.7,0.15,18,18,1
0.7,0.15,21,21,1
0.7,0.15,18,18,1
0.7,0.16,21,22,1
0.7,0.16,16,16,1
0.7,0.16,21,21,1
0.7,0.16,18,18,1
0.7,0.16,23,23,1
0.7,0.16,17,17,1
0.7,0.16,17,17,1
0.7,0.16,18,18,1
0.7,0.16,18,18,1
0.7,0.16,16,17,1
0.7,0.17,19,20,1
0.7,0.17,19,19,1
0.7,0.17,17,18,1
0.7,0.17,19,19,1
0.7,0.17,17,17,1
0.7,0.17,24,24,1
0.7,0.17,24,24,1
0.7,0.17,21,21,1
0.7,0.17,18,18,1
0.7,0.17,21,21,1
0.7,0.18,17,17,1
0.7,0.18,17,17,1
0.7,0.18,19,19,1
0.7,0.18,15,16,1
0.7,0.18,15,16,1
0.7,0.18,18,18,1
0.7,0.18,21,21,1
0.7,0.18,20,20,1
0.7,0.18,16,17,1
0.7,0.18,16,17,1
0.7,0.19,16,17,1
0.7,0.19,21,21,1
0.7,0.19,18,18,1
0.7,0.19,32,32,1
0.7,0.19,19,19,1
0.7,0.19,17,17,1
0.7,0.19,15,16,1
0.7,0.19,18,18,1
0.7,0.19,22,22,1
0.7,0.19,16,17,1
0.7,0.2,17,17,1
0.7,0.2,17,17,1
0.7,0.2,20,20,1
0.7,0.2,16,16,1
0.7,0.2,16,27,1
0.7,0.2,17,17,1
0.7,0.2,16,17,1
0.7,0.2,16,17,1
0.7,0.2,18,18,1
0.7,0.2,17,17,1
0.7,0.21,16,18,1
0.7,0.21,18,18,1
0.7,0.21,17,17,1
0.7,0.21,16,17,1
0.7,0.21,17,17,1
0.7,0.21,19,19,1
0.7,0.21,19,19,1
0.7,0.21,17,17,1
0.7,0.21,19,19,1
0.7,0.21,17,17,1
0.7,0.22,17,18,1
0.7,0.22,19,19,1
0.7,0.22,16,16,1
0.7,0.22,20,20,1
0.7,0.22,17,17,1
0.7,0.22,16,16,1
0.7,0.22,17,17,1
0.7,0.22,16,17,1
0.7,0.22,18,18,1
0.7,0.22,22,22,1
0.7,0.23,18,18,1
0.7,0.23,17,17,1
0.7,0.23,17,17,1
0.7,0.23,18,18,1
0.7,0.23,17,19,1
0.7,0.23,16,16,1
0.7,0.23,17,17,1
0.7,0.23,16,16,1
0.7,0.23,16,16,1
0.7,0.23,16,16,1
0.7,0.24,17,17,1
0.7,0.24,15,15,1
0.7,0.24,16,16,1
0.7,0.24,15,15,1
0.7,0.24,15,16,1
0.7,0.24,24,24,1
0.7,0.24,18,18,1
0.7,0.24,15,16,1
0.7,0.24,16,16,1
0.7,0.24,17,18,1
0.7,0.25,16,16,1
0.7,0.25,24,24,1
0.7,0.25,16,16,1
0.7,0.25,16,16,1
0.7,0.25,16,16,1
0.7,0.25,19,19,1
0.7,0.25,15,15,1
0.7,0.25,17,17,1
0.7,0.25,16,16,1
0.7,0.25,16,17,1
0.7,0.26,18,18,1
0.7,0.26,17,17,1
0.7,0.26,16,16,1
0.7,0.26,17,17,1
0.7,0.26,16,16,1
0.7,0.26,16,16,1
0.7,0.26,17,17,1
0.7,0.26,17,17,1
0.7,0.26,16,16,1
0.7,0.26,15,16,1
0.7,0.27,17,17,1
0.7,0.27,15,16,1
0.7,0.27,21,21,1
0.7,0.27,15,16,1
0.7,0.27,16,18,1
0.7,0.27,17,17,1
0.7,0.27,15,16,1
0.7,0.27,15,15,1
0.7,0.27,16,16,1
0.7,0.27,20,21,1
0.7,0.28,16,16,1
0.7,0.28,18,18,1
0.7,0.28,15,15,1
0.7,0.28,17,17,1
0.7,0.28,14,14,1
0.7,0.28,14,15,1
0.7,0.28,22,22,1
0.7,0.28,16,16,1
0.7,0.28,14,15,1
0.7,0.28,18,18,1
0.7,0.29,18,18,1
0.7,0.29,15,16,1
0.7,0.29,14,14,1
0.7,0.29,16,17,1
0.7,0.29,16,16,1
0.7,0.29,14,15,1
0.7,0.29,17,17,1
0.7,0.29,14,14,1
0.7,0.29,17,17,1
0.7,0.29,17,17,1
0.7,0.3,14,16,1
0.7,0.3,18,18,1
0.7,0.3,16,17,1
0.7,0.3,15,15,1
0.7,0.3,21,21,1
0.7,0.3,16,16,1
0.7,0.3,14,14,1
0.7,0.3,14,15,1
0.7,0.3,19,19,1
0.7,0.3,22,22,1
0.7,0.31,17,17,1
0.7,0.31,17,17,1
0.7,0.31,32,33,1
0.7,0.31,16,16,1
0.7,0.31,15,15,1
0.7,0.31,14,15,1
0.7,0.31,18,18,1
0.7,0.31,15,15,1
0.7,0.31,17,17,1
0.7,0.31,31,32,1
0.7,0.32,17,17,1
0.7,0.32,17,17,1
0.7,0.32,14,14,1
0.7,0.32,13,14,1
0.7,0.32,16,16,1
0.7,0.32,16,17,1
0.7,0.32,15,15,1
0.7,0.32,13,14,1
0.7,0.32,15,15,1
0.7,0.32,17,18,1
0.7,0.33,17,17,1
0.7,0.33,26,26,1
0.7,0.33,16,16,1
0.7,0.33,17,17,1
0.7,0.33,18,18,1
0.7,0.33,15,15,1
0.7,0.33,20,20,1
0.7,0.33,17,17,1
0.7,0.33,15,15,1
0.7,0.33,16,16,1
0.7,0.34,14,14,1
0.7,0.34,13,14,1
0.7,0.34,15,16,1
0.7,0.34,14,15,1
0.7,0.34,14,14,1
0.7,0.34,14,14,1
0.7,0.34,25,25,1
0.7,0.34,17,18,1
0.7,0.34,16,16,1
0.7,0.34,15,15,1
0.7,0.35,15,15,1
0.7,0.35,14,14,1
0.7,0.35,15,15,1
0.7,0.35,16,16,1
0.7,0.35,17,17,1
0.7,0.35,16,16,1
0.7,0.35,15,15,1
0.7,0.35,14,14,1
0.7,0.35,13,13,1
0.7,0.35,16,16,1
0.7,0.36,14,15,1
0.7,0.36,15,15,1
0.7,0.36,22,22,1
0.7,0.36,16,16,1
0.7,0.36,23,23,1
0.7,0.36,13,14,1
0.7,0.36,16,16,1
0.7,0.36,16,16,1
0.7,0.36,14,15,1
0.7,0.36,16,16,1
0.7,0.37,13,13,1
0.7,0.37,13,13,1
0.7,0.37,14,14,1
0.7,0.37,13,13,1
0.7,0.37,14,14,1
0.7,0.37,14,14,1
0.7,0.37,15,15,1
0.7,0.37,14,14,1
0.7,0.37,16,16,1
0.7,0.37,15,16,1
0.7,0.38,16,16,1
0.7,0.38,13,15,1
0.7,0.38,14,14,1
0.7,0.38,14,14,1
0.7,0.38,13,16,1
0.7,0.38,12,13,1
0.7,0.38,19,19,1
0.7,0.38,17,17,1
0.7,0.38,16,16,1
0.7,0.38,16,16,1
0.7,0.39,14,14,1
0.7,0.39,14,15,1
0.7,0.39,13,14,1
0.7,0.39,16,16,1
0.7,0.39,15,15,1
0.7,0.39,15,16,1
0.7,0.39,13,13,1
0.7,0.39,15,15,1
0.7,0.39,14,14,1
0.7,0.39,12,13,1
0.7,0.4,13,13,1
0.7,0.4,14,14,1
0.7,0.4,16,16,1
0.7,0.4,14,14,1
0.7,0.4,16,16,1
0.7,0.4,14,14,1
0.7,0.4,14,14,1
0.7,0.4,15,15,1
0.7,0.4,13,14,1
0.7,0.4,14,14,1
0.7,0.41,15,16,1
0.7,0.41,14,14,1
0.7,0.41,13,13,1
0.7,0.41,14,15,1
0.7,0.41,13,14,1
0.7,0.41,15,15,1
0.7,0.41,17,17,1
0.7,0.41,14,14,1
0.7,0.41,12,12,1
0.7,0.41,14,14,1
0.7,0.42,15,15,1
0.7,0.42,14,14,1
0.7,0.42,13,14,1
0.7,0.42,17,17,1
0.7,0.42,14,16,1
0.7,0.42,17,17,1
0.7,0.42,14,14,1
0.7,0.42,13,14,1
0.7,0.42,13,13,1
0.7,0.42,13,13,1
0.7,0.43,14,14,1
0.7,0.43,24,24,1
0.7,0.43,14,14,1
0.7,0.43,12,13,1
0.7,0.43,20,20,1
0.7,0.43,12,13,1
0.7,0.43,13,13,1
0.7,0.43,14,14,1
0.7,0.43,14,14,1
0.7,0.43,13,14,1
0.7,0.44,13,14,1
0.7,0.44,12,12,1
0.7,0.44,14,14,1
0.7,0.44,12,12,1
0.7,0.44,21,21,1
0.7,0.44,13,13,1
0.7,0.44,19,19,1
0.7,0.44,14,14,1
0.7,0.44,14,15,1
0.7,0.44,18,18,1
0.7,0.45,15,15,1
0.7,0.45,15,15,1
0.7,0.45,13,13,1
0.7,0.45,12,13,1
0.7,0.45,12,13,1
0.7,0.45,11,13,1
0.7,0.45,12,13,1
0.7,0.45,16,16,1
0.7,0.45,13,14,1
0.7,0.45,13,14,1
0.7,0.46,13,13,1
0.7,0.46,13,13,1
0.7,0.46,12,13,1
0.7,0.46,12,13,1
0.7,0.46,13,13,1
0.7,0.46,13,13,1
0.7,0.46,14,14,1
0.7,0.46,14,14,1
0.7,0.46,14,14,1
0.7,0.46,14,14,1
0.7,0.47,13,13,1
0.7,0.47,15,15,1
0.7,0.47,15,15,1
0.7,0.47,14,14,1
0.7,0.47,13,13,1
0.7,0.47,14,14,1
0.7,0.47,14,14,1
0.7,0.47,11,20,1
0.7,0.47,14,14,1
0.7,0.47,14,14,1
0.7,0.48,13,13,1
0.7,0.48,12,13,1
0.7,0.48,14,14,1
0.7,0.48,14,14,1
0.7,0.48,13,13,1
0.7,0.48,15,15,1
0.7,0.48,15,15,1
0.7,0.48,15,15,1
0.7,0.48,15,15,1
0.7,0.48,17,17,1
0.7,0.49,17,17,1
0.7,0.49,12,13,1
0.7,0.49,18,18,1
0.7,0.49,12,12,1
0.7,0.49,12,13,1
0.7,0.49,11,12,1
0.7,0.49,17,17,1
0.7,0.49,12,13,1
0.7,0.49,14,14,1
0.7,0.49,12,12,1
0.7,0.5,12,13,1
0.7,0.5,12,12,1
0.7,0.5,11,12,1
0.7,0.5,13,13,1
0.7,0.5,13,13,1
0.7,0.5,12,12,1
0.7,0.5,13,13,1
0.7,0.5,15,15,1
0.7,0.5,13,14,1
0.7,0.5,16,16,1
0.71,0,1000,0,0
0.71,0.01,25,25,1
0.71,0.01,26,26,1
0.71,0.01,25,25,1
0.71,0.01,26,26,1
0.71,0.01,25,26,1
0.71,0.01,28,28,1
0.71,0.01,25,26,1
0.71,0.01,28,28,1
0.71,0.01,29,29,1
0.71,0.01,29,29,1
0.71,0.02,26,26,1
0.71,0.02,24,26,1
0.71,0.02,24,24,1
0.71,0.02,23,23,1
0.71,0.02,23,23,1
0.71,0.02,22,22,1
0.71,0.02,24,24,1
0.71,0.02,24,24,1
0.71,0.02,23,24,1
0.71,0.02,25,25,1
0.71,0.03,23,23,1
0.71,0.03,22,22,1
0.71,0.03,27,27,1
0.71,0.03,21,22,1
0.71,0.03,28,28,1
0.71,0.03,22,22,1
0.71,0.03,22,22,1
0.71,0.03,22,22,1
0.71,0.03,22,22,1
0.71,0.03,22,22,1
0.71,0.04,22,22,1
0.71,0.04,26,26,1
0.71,0.04,21,21,1
0.71,0.04,24,24,1
0.71,0.04,22,22,1
0.71,0.04,20,21,1
0.71,0.04,22,22,1
0.71,0.04,22,22,1
0.71,0.04,22,22,1
0.71,0.04,40,40,1
0.71,0.05,21,21,1
0.71,0.05,21,21,1
0.71,0.05,19,19,1
0.71,0.05,21,21,1
0.71,0.05,21,22,1
0.71,0.05,20,27,1
0.71,0.05,21,22,1
0.71,0.05,24,24,1
0.71,0.05,21,21,1
0.71,0.05,22,22,1
0.71,0.06,30,31,1
0.71,0.06,19,19,1
0.71,0.06,21,21,1
0.71,0.06,19,21,1
0.71,0.06,20,20,1
0.71,0.06,19,19,1
0.71,0.06,21,21,1
0.71,0.06,19,19,1
0.71,0.06,21,21,1
0.71,0.06,20,20,1
0.71,0.07,21,21,1
0.71,0.07,19,21,1
0.71,0.07,21,21,1
0.71,0.07,20,20,1
0.71,0.07,22,22,1
0.71,0.07,20,20,1
0.71,0.07,19,19,1
0.71,0.07,22,22,1
0.71,0.07,19,19,1
0.71,0.07,19,19,1
0.71,0.08,21,21,1
0.71,0.08,19,19,1
0.71,0.08,21,21,1
0.71,0.08,21,21,1
0.71,0.08,21,21,1
0.71,0.08,22,22,1
0.71,0.08,20,20,1
0.71,0.08,18,19,1
0.71,0.08,19,20,1
0.71,0.08,19,19,1
0.71,0.09,20,20,1
0.71,0.09,19,19,1
0.71,0.09,22,22,1
0.71,0.09,18,18,1
0.71,0.09,25,25,1
0.71,0.09,19,20,1
0.71,0.09,17,18,1
0.71,0.09,19,20,1
0.71,0.09,18,18,1
0.71,0.09,19,19,1
0.71,0.1,17,19,1
0.71,0.1,21,21,1
0.71,0.1,19,19,1
0.71,0.1,18,18,1
0.71,0.1,22,22,1
0.71,0.1,17,18,1
0.71,0.1,19,19,1
0.71,0.1,18,19,1
0.71,0.1,17,17,1
0.71,0.1,17,18,1
0.71,0.11,19,19,1
0.71,0.11,18,18,1
0.71,0.11,18,19,1
0.71,0.11,20,20,1
0.71,0.11,16,17,1
0.71,0.11,17,18,1
0.71,0.11,21,21,1
0.71,0.11,20,21,1
0.71,0.11,25,25,1
0.71,0.11,18,27,1
0.71,0.12,17,18,1
0.71,0.12,24,24,1
0.71,0.12,18,18,1
0.71,0.12,17,17,1
0.71,0.12,18,18,1
0.71,0.12,17,17,1
0.71,0.12,18,18,1
0.71,0.12,17,18,1
0.71,0.12,19,19,1
0.71,0.12,33,33,1
0.71,0.13,19,19,1
0.71,0.13,19,19,1
0.71,0.13,18,18,1
0.71,0.13,19,19,1
0.71,0.13,18,25,1
0.71,0.13,17,17,1
0.71,0.13,22,22,1
0.71,0.13,18,19,1
0.71,0.13,17,17,1
0.71,0.13,18,18,1
0.71,0.14,17,17,1
0.71,0.14,16,17,1
0.71,0.14,19,19,1
0.71,0.14,18,18,1
0.71,0.14,15,16,1
0.71,0.14,18,18,1
0.71,0.14,18,18,1
0.71,0.14,17,18,1
0.71,0.14,17,17,1
0.71,0.14,17,17,1
0.71,0.15,22,22,1
0.71,0.15,18,18,1
0.71,0.15,20,20,1
0.71,0.15,17,17,1
0.71,0.15,17,17,1
0.71,0.15,17,18,1
0.71,0.15,18,18,1
